Startdatum;Enddatum;Portfolioname;Währung;Kampagnen-Name;Anzeigengruppenname;Ausrichtung;Übereinstimmungstyp;Suchbegriff des Kunden;Impressionen;Klicks;Klickrate (CTR);Kosten pro Klick (CPC);Ausgaben;7 Tage, Umsatz gesamt (€);Gesamtumsatzkosten für Werbung (ACOS) ;Gesamtrendite von Werbeausgaben (Return on Advertising Spend, ROAS);7 Tage, Aufträge gesamt (#);7 Tage, Einheiten gesamt (#);7-Tage-Konversionsrate;7 Tage, Beworbene SKU-Einheiten (#);7-Tage, Andere SKU-Einheiten (#);7 Tage, Beworbene SKU-Umsätze (€);7-Tage, Andere SKU-Umsätze (€)
Apr 16, 2023;Mai 20, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group EXACT Match;schleifen messer;EXACT;schleife messer;15;4;26,6667%;€0,25;€0,99;€21,00;4,7143%;21,21;1;1;25,0000%;0;1;€0,00;€21,00
Mai 22, 2023;Mai 22, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group EXACT Match;schleifen messer;EXACT;schleifen von messer;1;1;100,0000%;€0,58;€0,58;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 18, 2023;Apr 28, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group EXACT Match;schleifen messer;EXACT;schleifer messer;96;2;2,0833%;€0,49;€0,97;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Apr 16, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group EXACT Match;wetzstein für messer;EXACT;wetzstein für messer;18;1;5,5556%;€0,24;€0,24;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 03, 2023;Mai 03, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;schleifen messer;BROAD;messer fixieren, schleifen, abziehen;3;1;33,3333%;€0,38;€0,38;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 13, 2023;Apr 13, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;schleifen messer;BROAD;messer schleif winkel;2;1;50,0000%;€0,41;€0,41;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 03, 2023;Apr 03, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;schleifen messer;BROAD;messer schleifen;100;2;2,0000%;€0,48;€0,96;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 03, 2023;Apr 03, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;schleifen messer;BROAD;messer schleifer runde;1;1;100,0000%;€0,48;€0,48;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;schleifen messer;BROAD;messer+rasiermesserscharf+schleifen;1;1;100,0000%;€0,32;€0,32;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 21, 2023;Apr 21, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;schleifen messer;BROAD;schleif und polierset für messer;1;1;100,0000%;€0,35;€0,35;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 05, 2023;Mai 05, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;schleifen messer;BROAD;stein schleifen messer 9000;1;1;100,0000%;€0,20;€0,20;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 12, 2023;Apr 12, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;schleifen messer;BROAD;winkelhilfe messer schleifen;9;1;11,1111%;€0,41;€0,41;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 11, 2023;Mai 11, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;wetzstein für messer;BROAD;keramik karbid messer wetzstein;3;1;33,3333%;€0,14;€0,14;€33,61;0,4165%;240,07;1;1;100,0000%;1;0;€33,61;€0,00
Mai 16, 2023;Mai 16, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;wetzstein für messer;BROAD;wetzstein für messer;15;1;6,6667%;€0,34;€0,34;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 06, 2023;Apr 06, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;der beste messerschärfer;1;1;100,0000%;€0,57;€0,57;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mai 09, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;messerschärfer;5949;16;0,2690%;€0,56;€8,95;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 25, 2023;Apr 25, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;messerschärfer für damastmesser;1;1;100,0000%;€0,59;€0,59;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Mai 25, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;messerschärfer japanische messer;59;3;5,0847%;€0,57;€1,71;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mrz 31, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;messerschärfer keramik;10;1;10,0000%;€0,54;€0,54;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 28, 2023;Mai 28, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;messerschärfer outdoor;2;1;50,0000%;€0,52;€0,52;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 17, 2023;Apr 17, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;profi messerschärfer;8;1;12,5000%;€0,59;€0,59;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;rollschleifer messerschärfer;70;1;1,4286%;€0,67;€0,67;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;wmf messerschärfer;10;1;10,0000%;€0,66;€0,66;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 24, 2023;Apr 24, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group PHRASE Match;messerscharfer;PHRASE;work sharp messerschärfer;145;1;0,6897%;€0,52;€0,52;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mai 26, 2023;Not grouped;EUR;Lutopic_Messerschaerfer - Perpetua - SP - Manual - iygygqs1;Ad Group EXACT Match;messerscharfer;EXACT;messerschärfer;3717;12;0,3228%;€0,56;€6,75;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 05, 2023;Mai 13, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle 14 zoll;PHRASE;laptophülle 14 zoll;51;2;3,9216%;€0,87;€1,74;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 19, 2023;Apr 19, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle 14 zoll;PHRASE;laptophülle 14 zoll lederoptik;1;1;100,0000%;€0,72;€0,72;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 18, 2023;Apr 18, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle 14 zoll;PHRASE;laptophülle 14 zoll lenovo;2;1;50,0000%;€0,93;€0,93;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mai 23, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group EXACT Match;macbook pro 16 hülle;EXACT;macbook pro 16 hülle;3357;15;0,4468%;€0,83;€12,39;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 21, 2023;Apr 21, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16 hülle;BROAD;filz hülle macbook pro 16;3;1;33,3333%;€0,94;€0,94;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mrz 31, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16 hülle;BROAD;macbook 16 pro hülle;1;1;100,0000%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 04, 2023;Apr 04, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16 hülle;BROAD;macbook pro 16 2021 hülle;2;1;50,0000%;€0,61;€0,61;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mai 17, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16 hülle;BROAD;macbook pro 16 hülle;2322;12;0,5168%;€0,79;€9,48;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 19, 2023;Apr 19, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16 hülle;BROAD;macbook pro 16 hülle 2019 leder;1;1;100,0000%;€0,94;€0,94;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16 hülle;BROAD;macbook pro 16 hülle comfyable;1;1;100,0000%;€0,72;€0,72;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mai 27, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16 hülle;BROAD;macbook pro 16 hülle leder;11;3;27,2727%;€0,66;€1,97;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 19, 2023;Apr 19, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16 hülle;BROAD;macbook pro 16 m1 max hülle;1;1;100,0000%;€0,94;€0,94;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Apr 16, 2023;Not grouped;EUR;Taskha | Leder | Pink - Perpetua - SP - Manual - ss68pq8p;Ad Group BROAD Match;taskha tasche;BROAD;taskha laptop tasche;2;1;50,0000%;€0,51;€0,51;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 08, 2023;Apr 08, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group PHRASE Match;dmt diamant messerschärfer;PHRASE;dmt diamant messerschärfer;26;1;3,8462%;€0,25;€0,25;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Mai 12, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;dmt diamant messerschärfer;EXACT;dmt diamant messerschärfer;184;6;3,2609%;€0,23;€1,39;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mai 30, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewanne ablagebrett;PHRASE;badewanne ablagebrett;1001;20;1,9980%;€0,52;€10,30;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 24, 2023;Apr 24, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewanne ablagebrett;PHRASE;badewanne ablagebrett 115m;1;1;100,0000%;€0,22;€0,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Apr 16, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewanne ablagebrett;PHRASE;badewanne ablagebrett 80 cm schwarz;2;1;50,0000%;€0,17;€0,17;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 18, 2023;Mai 18, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewanne ablagebrett;PHRASE;badewanne ablagebrett acryl;3;1;33,3333%;€0,22;€0,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 10, 2023;Mai 10, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewanne ablagebrett;PHRASE;badewanne ablagebrett gold;1;1;100,0000%;€0,35;€0,35;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 07, 2023;Mai 07, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewanne ablagebrett;PHRASE;badewanne ablagebrett kunststoff;1;1;100,0000%;€0,25;€0,25;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewanne ablagebrett;PHRASE;badewanne ablagebrett schwarz;33;1;3,0303%;€0,92;€0,92;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 10, 2023;Mai 10, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewanne ablagebrett;PHRASE;badewanne ablagebrett schwarz metall;2;1;50,0000%;€0,27;€0,27;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mrz 30, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewanne ablagebrett;PHRASE;badewanne ablagebrett weiß;2;1;50,0000%;€0,36;€0,36;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 05, 2023;Mai 07, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewanne ablagebrett;EXACT;badewanne ablagebrett;398;9;2,2613%;€0,42;€3,82;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 13, 2023;Apr 13, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badewanne ablagebrett;BROAD;badewanne ablagebrett für 2;1;1;100,0000%;€0,27;€0,27;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 13, 2023;Apr 13, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badewanne ablagebrett;BROAD;badewanne ablagebrett nussbaum;3;1;33,3333%;€0,19;€0,19;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 22, 2023;Mai 17, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badesofa;EXACT;badesofa;26;3;11,5385%;€0,24;€0,71;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Apr 16, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badesofa;BROAD;badesofa für badewanne;2;1;50,0000%;€0,18;€0,18;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mai 17, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage durchsichtig;EXACT;badewannenablage durchsichtig;77;8;10,3896%;€0,14;€1,09;€43,69;2,4949%;40,08;1;1;12,5000%;0;1;€0,00;€43,69
Apr 11, 2023;Apr 11, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group PHRASE Match;badewannenablage acryl glas;PHRASE;badewannenablage acryl glas;34;1;2,9412%;€0,48;€0,48;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Jun 02, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group EXACT Match;badewannenablage acryl glas;EXACT;badewannenablage acryl glas;1226;25;2,0392%;€0,62;€15,55;€136,11;11,4246%;8,75;3;3;12,0000%;0;3;€0,00;€136,11
Apr 15, 2023;Apr 15, 2023;Not grouped;EUR;Novana_Badewannenablage - Perpetua - SP - Manual - h4r5hb1q;Ad Group BROAD Match;badewannenablage acryl glas;BROAD;badewannenablage acryl glas;42;1;2,3810%;€0,16;€0,16;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 07, 2023;Mai 07, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messer schleif set;PHRASE;messer schleif set profi;19;1;5,2632%;€0,56;€0,56;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 14, 2023;Apr 14, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group PHRASE Match;messer schleif set;PHRASE;messer schleifen set;1;1;100,0000%;€0,88;€0,88;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 12, 2023;Apr 12, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group EXACT Match;messer schleif set;EXACT;messer schleif set;119;1;0,8403%;€0,74;€0,74;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 14, 2023;Mai 14, 2023;Not grouped;EUR;Lutopic_Schleifstein_Diamant_Pro - Perpetua - SP - Manual - nmmne2tx;Ad Group BROAD Match;messer schleif set;BROAD;messer schleif set diamant;1;1;100,0000%;€0,55;€0,55;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mai 27, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group PHRASE Match;messerschärfer rollschleifer;PHRASE;messerschärfer rollschleifer;40;5;12,5000%;€0,30;€1,49;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Apr 23, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group PHRASE Match;lutopic diamant schleifstein set;PHRASE;lutopic diamant schleifstein set 400/1000 mit winkelhilfe;3;3;100,0000%;€0,55;€1,64;€42,00;3,9048%;25,61;2;2;66,6667%;2;0;€42,00;€0,00
Apr 02, 2023;Apr 24, 2023;Not grouped;EUR;Taskha | Leder | Pink - Perpetua - SP - Manual - ss68pq8p;Ad Group EXACT Match;macbook air m2 tasche;EXACT;macbook air m2 tasche;203;2;0,9852%;€0,31;€0,62;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mai 24, 2023;Not grouped;EUR;Taskha | Leder | Pink - Perpetua - SP - Manual - ss68pq8p;Ad Group PHRASE Match;macbook air m2 tasche;PHRASE;macbook air m2 tasche;344;5;1,4535%;€0,43;€2,15;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 13, 2023;Apr 13, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 14 tasche leder;BROAD;macbook pro 14 m2 tasche leder;2;1;50,0000%;€1,08;€1,08;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 12, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 14 tasche leder;BROAD;macbook pro 2023 14 zoll tasche leder;10;2;20,0000%;€0,92;€1,83;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 12, 2023;Apr 12, 2023;Not grouped;EUR;Taskha | Laptop Leder | Br/Bk |13/14 - Perpetua - SP - Manual - xbjev9ll;Ad Group EXACT Match;laptop hülle leder;EXACT;laptop hülle leder;2;1;50,0000%;€0,64;€0,64;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 12, 2023;Mai 30, 2023;Not grouped;EUR;Taskha | Laptop Leder | Br/Bk |13/14 - Perpetua - SP - Manual - xbjev9ll;Ad Group PHRASE Match;laptop hülle leder;PHRASE;laptop hülle leder;35;4;11,4286%;€1,27;€5,07;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 18, 2023;Mai 18, 2023;Not grouped;EUR;Taskha | Laptop Leder | Br/Bk |13/14 - Perpetua - SP - Manual - xbjev9ll;Ad Group PHRASE Match;laptop hülle leder;PHRASE;laptop hülle leder mit stift;2;1;50,0000%;€0,69;€0,69;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 06, 2023;Mai 06, 2023;Not grouped;EUR;Taskha | Laptop Leder | Br/Bk |13/14 - Perpetua - SP - Manual - xbjev9ll;Ad Group PHRASE Match;laptop hülle leder;PHRASE;laptop hülle leder samsung;2;1;50,0000%;€0,67;€0,67;€58,82;1,1391%;87,79;1;1;100,0000%;0;1;€0,00;€58,82
Apr 27, 2023;Apr 27, 2023;Not grouped;EUR;Taskha | Laptop Leder | Br/Bk |13/14 - Perpetua - SP - Manual - xbjev9ll;Ad Group BROAD Match;laptop hülle leder;BROAD;windows laptop 17 zoll hülle leder;1;1;100,0000%;€0,38;€0,38;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 15, 2023;Apr 15, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;diamant schleifstein für stechbeitel;EXACT;diamant schleifstein für stechbeitel;4;1;25,0000%;€0,67;€0,67;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 17, 2023;Apr 17, 2023;Not grouped;EUR;Lutopic_Schleifstein_Set_400/1000 - Perpetua - SP - Manual - 7mw02f9r;Ad Group EXACT Match;diamant schleifstein für stechbeitel;EXACT;diamant schleifstein stechbeitel;2;1;50,0000%;€0,73;€0,73;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 26, 2023;Apr 26, 2023;Not grouped;EUR;Taskha | Leder | Pink - Perpetua - SP - Manual - ss68pq8p;Ad Group PHRASE Match;macbook air hülle;PHRASE;a2337 macbook air hülle;1;1;100,0000%;€0,48;€0,48;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 15, 2023;Apr 25, 2023;Not grouped;EUR;Taskha | Leder | Pink - Perpetua - SP - Manual - ss68pq8p;Ad Group PHRASE Match;macbook air hülle;PHRASE;macbook air hülle;166;3;1,8072%;€0,49;€1,48;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 14, 2023;Mai 18, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group EXACT Match;macbook air hülle;EXACT;macbook air hülle;64;2;3,1250%;€0,68;€1,36;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 11, 2023;Mai 26, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook air hülle;PHRASE;macbook air hülle leder;17;3;17,6471%;€0,38;€1,15;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 06, 2023;Mai 06, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook air hülle;BROAD;macbook air 2023 hülle schwarz;1;1;100,0000%;€0,31;€0,31;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 10, 2023;Mai 10, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook air hülle;BROAD;macbook air 22 hülle leder;1;1;100,0000%;€0,29;€0,29;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mai 26, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook air hülle;BROAD;macbook air m2 hülle;3;2;66,6667%;€0,27;€0,54;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Mai 22, 2023;Not grouped;EUR;Taskha | Laptop Leder | Br/Bk |13/14 - Perpetua - SP - Manual - xbjev9ll;Ad Group EXACT Match;macbook pro 14 hülle;EXACT;macbook pro 14 hülle;430;7;1,6279%;€0,57;€4,00;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
